Delivery_person_Age,Delivery_person_Ratings,distance,order_preparation_time,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
35.0,4.9,7.0,160.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,34
38.0,5.0,3.0,10.0,Sunny,Low,2,scooter,0.0,No,Urban,16
35.0,4.6,8.0,10.0,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,24
38.0,5.0,6.0,5.0,Stormy,Medium,1,scooter,1.0,No,Metropolitian,30
24.0,4.9,10.0,5.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,26
33.0,4.7,9.0,5.0,Fog,Medium,2,motorcycle,0.0,No,Metropolitian,17
39.0,4.9,6.0,10.0,Sandstorms,High,0,motorcycle,1.0,No,Metropolitian,32
34.0,4.6,7.0,10.0,Cloudy,Low,2,motorcycle,1.0,No,Urban,19
37.0,4.8,7.0,5.0,Windy,Medium,0,motorcycle,1.0,No,Urban,27
31.0,4.9,10.0,15.0,Fog,Jam,0,motorcycle,2.0,Yes,Metropolitian,51
37.0,4.5,10.0,5.0,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,31
29.0,4.7,6.0,5.0,Stormy,Medium,0,motorcycle,0.0,No,Metropolitian,13
30.0,4.9,3.0,5.0,Sunny,Low,0,motorcycle,0.7446345675136238,No,Metropolitian,27
36.0,4.5,3.0,10.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,21
20.0,5.0,11.0,10.0,Sunny,Low,2,motorcycle,0.0,No,Metropolitian,27
29.0,4.6,6.0,10.0,Windy,High,1,scooter,0.0,No,Urban,28
21.0,4.6,9.0,35.0,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,20
24.0,4.7,10.0,5.0,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,19
33.0,4.6,16.0,10.0,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,27
35.0,4.8,3.0,855.0,Sunny,High,2,scooter,1.0,No,Metropolitian,19
37.0,4.0,16.0,10.0,Cloudy,Medium,2,scooter,1.0,No,Metropolitian,33
29.566910587697233,4.6337736972250205,12.0,50.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,19
36.0,4.7,6.0,15.0,Stormy,High,2,scooter,1.0,No,Metropolitian,34
24.0,4.1,20.0,5.0,Fog,Jam,2,motorcycle,1.0,No,Metropolitian,44
20.0,4.7,4.0,15.0,Sandstorms,Low,1,scooter,0.0,No,Urban,12
37.0,4.9,9.0,1295.0,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,28
36.0,4.7,8.0,15.0,Cloudy,Low,1,scooter,1.0,No,Metropolitian,15
35.0,4.7,7.0,15.0,Sandstorms,Low,1,motorcycle,1.0,No,Metropolitian,25
39.0,5.0,19.0,5.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,45
38.0,4.9,6.0,15.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,39
27.0,4.9,6.0,5.0,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,13
23.0,4.8,4.0,15.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,29
24.0,4.8,19.0,5.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,42
24.0,4.0,1.0,5.0,Sandstorms,Low,0,motorcycle,1.0,No,Urban,18
26.0,4.8,3.0,10.0,Windy,Low,2,electric_scooter,1.0,No,Urban,14
30.0,4.4,7.0,10.0,Fog,Jam,2,electric_scooter,1.0,No,Metropolitian,33
37.0,4.8,13.0,5.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,21
26.0,5.0,3.0,15.0,Cloudy,Low,2,motorcycle,1.0,No,Metropolitian,19
37.0,4.7,6.0,15.0,Stormy,Medium,1,motorcycle,1.0,No,Metropolitian,25
22.0,4.6,13.0,10.0,Cloudy,Medium,2,scooter,0.0,No,Metropolitian,25
37.0,4.4,9.0,5.0,Fog,Jam,1,motorcycle,2.0,No,Metropolitian,37
34.0,4.8,1.0,635.0,Windy,Low,2,scooter,1.0,No,Urban,27
38.0,5.0,9.0,5.0,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,26
38.0,4.0,1.0,10.0,Stormy,Low,0,motorcycle,1.0,No,Urban,33
34.0,4.4,6.0,5.0,Stormy,High,2,scooter,1.0,No,Metropolitian,32
37.0,4.5,10.0,95.0,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,39
38.0,4.7,20.0,15.0,Sandstorms,Low,1,motorcycle,0.0,No,Urban,16
36.0,5.0,4.0,10.0,Sandstorms,Jam,2,electric_scooter,1.0,No,Metropolitian,28
27.0,4.5,7.0,35.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,30
29.0,4.9,13.0,15.0,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,25
38.0,4.8,3.0,695.0,Fog,Low,1,scooter,1.0,No,Metropolitian,17
26.0,4.7,7.0,10.0,Stormy,Jam,2,motorcycle,1.0,No,Metropolitian,20
33.0,4.9,1.0,790.0,Sunny,Low,1,scooter,1.0,No,Metropolitian,18
39.0,3.5,13.0,15.0,Cloudy,Low,1,motorcycle,1.0,No,Metropolitian,38
32.0,4.6,10.0,5.0,Sandstorms,Low,1,scooter,1.0,No,Metropolitian,19
36.0,4.7,13.0,10.0,Cloudy,Jam,2,motorcycle,3.0,Yes,Metropolitian,47
25.0,4.6,2.0,15.0,Cloudy,High,2,scooter,1.0,No,Metropolitian,30
29.566910587697233,4.6337736972250205,4.0,1280.0,Fog,Low,3,scooter,1.0,No,Metropolitian,23
39.0,4.6,13.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,35
24.0,4.2,10.0,15.0,Fog,Medium,1,motorcycle,1.0,No,Urban,33
36.0,4.8,3.0,5.0,Sunny,Low,1,motorcycle,1.0,No,Urban,11
30.0,4.9,10.0,15.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,22
24.0,4.5,7.0,5.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,22
36.0,4.9,9.0,10.0,Sunny,Jam,1,scooter,1.0,No,Metropolitian,20
50.0,6.0,19.0,15.0,Fog,Low,3,electric_scooter,0.0,No,Urban,20
28.0,4.6,1.0,15.0,Sandstorms,Low,2,electric_scooter,1.0,No,Urban,15
38.0,4.0,9.0,15.0,Fog,Jam,2,scooter,1.0,No,Metropolitian,35
23.0,4.9,20.0,1330.0,Fog,Jam,1,scooter,1.0,No,Metropolitian,31
20.0,4.7,6.0,10.0,Fog,Medium,2,motorcycle,1.0,No,Metropolitian,19
26.0,4.4,5.0,5.0,Stormy,High,0,motorcycle,1.0,No,Metropolitian,33
25.0,4.6,9.0,10.0,Sunny,Low,0,motorcycle,1.0,No,Urban,10
31.0,4.9,1.0,15.0,Sandstorms,Low,2,electric_scooter,0.0,No,Metropolitian,21
23.0,4.5,20.0,15.0,Cloudy,Low,2,motorcycle,1.0,No,Metropolitian,26
35.0,4.6,6.0,5.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,29
27.0,4.6,17.0,10.0,Cloudy,Low,1,motorcycle,0.0,No,Metropolitian,24
31.0,3.7,13.0,5.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,44
34.0,4.6,16.0,1330.0,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,30
36.0,4.9,10.0,10.0,Stormy,Jam,2,scooter,1.0,No,Metropolitian,28
26.0,4.6,7.0,15.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,18
37.0,4.6,13.0,80.0,Sandstorms,Low,1,motorcycle,1.0,No,Urban,17
28.0,4.9,3.0,5.0,Fog,Low,1,scooter,0.0,No,Metropolitian,15
30.0,4.7,1.0,755.0,Cloudy,Low,2,scooter,0.0,No,Metropolitian,16
29.0,4.0,16.0,5.0,Fog,Medium,1,scooter,0.0,No,Urban,37
28.0,4.7,20.0,10.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,27
24.0,4.6,9.0,5.0,Fog,Medium,2,scooter,0.0,No,Metropolitian,12
22.0,3.5,12.0,1360.0,Sunny,Low,1,motorcycle,0.0,No,Metropolitian,36
21.0,4.6,16.0,5.0,Stormy,Medium,1,motorcycle,0.0,No,Metropolitian,20
24.0,4.9,9.0,15.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,21
21.0,4.8,6.0,15.0,Stormy,Medium,2,motorcycle,0.0,No,Metropolitian,23
36.0,4.3,17.0,10.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,35
34.0,4.8,1.0,850.0,Windy,High,0,motorcycle,1.0,No,Metropolitian,37
37.0,5.0,6.0,335.0,Stormy,Medium,0,motorcycle,1.0,No,Urban,25
35.0,4.3,13.0,10.0,Windy,Jam,0,motorcycle,0.7446345675136238,No,Metropolitian,44
39.0,4.9,4.0,225.0,Cloudy,Medium,2,electric_scooter,1.0,No,Metropolitian,17
21.0,4.7,10.0,5.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,22
23.0,4.6,6.0,10.0,Fog,High,1,scooter,0.0,No,Urban,26
37.0,4.3,16.0,10.0,Fog,Jam,1,scooter,2.0,No,Metropolitian,47
37.0,4.2,3.0,5.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,25
38.0,4.8,13.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,44
27.0,4.9,7.0,10.0,Windy,Jam,1,scooter,0.0,No,Metropolitian,15
20.0,4.5,7.0,10.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,15
36.0,4.6,10.0,15.0,Windy,Medium,2,motorcycle,1.0,No,Metropolitian,23
31.0,4.9,1.0,10.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,23
31.0,4.5,12.0,5.0,Sandstorms,Jam,2,scooter,1.0,No,Metropolitian,38
22.0,4.6,20.0,95.0,Sandstorms,Jam,1,scooter,1.0,No,Urban,23
20.0,4.8,4.0,5.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,29
34.0,4.7,3.0,15.0,Stormy,Low,2,electric_scooter,1.0,No,Metropolitian,28
20.0,4.9,9.0,5.0,Windy,Low,2,electric_scooter,0.0,No,Metropolitian,14
34.0,4.0,9.0,5.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,33
34.0,4.8,10.0,5.0,Stormy,Low,1,motorcycle,1.0,No,Urban,29
32.0,4.7,7.0,5.0,Cloudy,Low,2,scooter,0.0,No,Metropolitian,19
27.0,4.5,9.0,5.0,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,17
33.0,4.5,10.0,5.0,Windy,Low,1,motorcycle,1.0,No,Urban,26
27.0,4.8,4.0,10.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,24
27.0,4.8,7.0,15.0,Cloudy,Jam,0,motorcycle,1.0,No,Urban,29
33.0,5.0,20.0,10.0,Fog,Jam,1,scooter,0.0,Yes,Urban,45
33.0,4.4,10.0,15.0,Sandstorms,Jam,0,motorcycle,1.0,Yes,Metropolitian,43
22.0,4.6,7.0,10.0,Fog,Low,2,scooter,0.0,No,Metropolitian,11
37.0,4.7,7.0,10.0,Sunny,Medium,2,motorcycle,0.0,No,Urban,19
37.0,5.0,4.0,15.0,Windy,Jam,0,motorcycle,1.0,No,Urban,42
36.0,4.2,10.0,100.0,Cloudy,Jam,1,motorcycle,2.0,No,Metropolitian,43
35.0,4.2,20.0,5.0,Stormy,Medium,0,motorcycle,0.0,Yes,Metropolitian,41
27.0,4.9,7.0,15.0,Windy,Jam,1,scooter,1.0,No,Metropolitian,25
20.0,4.8,5.0,15.0,Fog,High,0,motorcycle,1.0,No,Metropolitian,29
29.0,4.2,16.0,10.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,35
28.0,4.9,13.0,10.0,Cloudy,Low,1,motorcycle,1.0,No,Urban,28
26.0,4.9,7.0,10.0,Windy,Jam,1,motorcycle,1.0,No,Metropolitian,13
23.0,4.9,8.0,70.0,Fog,Low,2,electric_scooter,1.0,No,Urban,13
34.0,4.6,16.0,5.0,Sunny,Low,2,scooter,0.0,No,Metropolitian,19
29.566910587697233,4.6337736972250205,1.0,630.0,Fog,Low,3,motorcycle,0.0,No,Metropolitian,12
23.0,4.5,1.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,14
38.0,4.8,12.0,10.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,40
23.0,4.9,10.0,95.0,Cloudy,Jam,1,motorcycle,0.0,Yes,Metropolitian,44
28.0,4.7,13.0,10.0,Windy,Jam,1,scooter,1.0,No,Urban,27
26.0,4.8,2.0,10.0,Sandstorms,Low,2,scooter,0.0,No,Urban,11
23.0,4.9,4.0,15.0,Stormy,Low,1,scooter,0.0,No,Metropolitian,15
23.0,4.7,4.0,15.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,25
37.0,4.8,20.0,10.0,Cloudy,Jam,0,motorcycle,0.0,No,Urban,46
29.566910587697233,4.6337736972250205,6.0,880.0,Fog,Low,1,scooter,0.0,No,Metropolitian,15
27.0,4.8,7.0,15.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,17
29.566910587697233,4.6337736972250205,3.0,770.0,Fog,Low,3,scooter,0.0,No,Metropolitian,29
39.0,4.8,3.0,735.0,Cloudy,Low,0,motorcycle,1.0,No,Urban,20
23.0,4.9,12.0,15.0,Sunny,Jam,2,scooter,1.0,No,Urban,20
24.0,4.9,19.0,15.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,25
31.0,4.6,7.0,10.0,Sandstorms,Low,2,scooter,1.0,No,Metropolitian,29
29.566910587697233,4.6337736972250205,10.0,1240.0,Sandstorms,Medium,0,motorcycle,1.0,Yes,Metropolitian,47
27.0,4.6,10.0,5.0,Sunny,Jam,2,motorcycle,1.0,No,Metropolitian,13
39.0,4.3,12.0,5.0,Stormy,Medium,1,scooter,2.0,No,Metropolitian,34
29.566910587697233,4.6337736972250205,12.0,1250.0,Fog,Medium,0,motorcycle,1.0,No,Metropolitian,47
22.0,4.5,4.0,10.0,Windy,Jam,0,motorcycle,1.0,No,Urban,23
26.0,4.6,9.0,10.0,Cloudy,Jam,1,motorcycle,0.0,No,Metropolitian,24
21.0,4.9,4.0,5.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,21
37.0,4.9,3.0,735.0,Fog,Low,1,motorcycle,0.7446345675136238,No,Metropolitian,15
36.0,4.0,7.0,15.0,Stormy,Jam,2,motorcycle,0.0,No,Metropolitian,33
21.0,4.9,4.0,5.0,Windy,Jam,2,scooter,0.0,No,Metropolitian,10
25.0,4.5,4.0,135.0,Stormy,Low,1,scooter,1.0,No,Urban,17
23.0,4.6,3.0,15.0,Fog,Low,2,electric_scooter,1.0,No,Urban,18
37.0,4.6,16.0,15.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,38
23.0,4.8,12.0,160.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,16
33.0,4.9,20.0,100.0,Windy,Jam,2,electric_scooter,1.0,No,Metropolitian,29
26.0,4.8,13.0,5.0,Windy,Medium,2,electric_scooter,1.0,No,Metropolitian,23
29.0,4.9,13.0,105.0,Fog,Jam,0,motorcycle,1.0,No,Urban,46
26.0,4.6,1.0,10.0,Cloudy,Low,2,scooter,1.0,No,Urban,18
22.0,5.0,7.0,5.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,19
23.0,4.7,6.0,10.0,Sunny,High,1,scooter,0.0,No,Metropolitian,11
37.0,4.9,9.0,1275.0,Sandstorms,Medium,2,scooter,1.0,No,Metropolitian,34
32.0,4.6,13.0,15.0,Fog,Jam,0,motorcycle,0.0,No,Urban,49
36.0,4.5,8.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Urban,30
27.0,4.8,12.0,5.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,27
39.0,4.7,12.0,10.0,Fog,Medium,1,motorcycle,1.0,No,Metropolitian,33
20.0,4.7,6.0,15.0,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,26
29.0,4.6,13.0,10.0,Windy,Jam,2,scooter,1.0,No,Metropolitian,18
33.0,4.4,6.0,10.0,Sandstorms,High,0,motorcycle,1.0,No,Urban,48
24.0,4.9,9.0,10.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,21
36.0,4.6,4.0,5.0,Fog,Low,1,motorcycle,1.0,No,Urban,17
23.0,4.8,17.0,1395.0,Fog,Jam,0,motorcycle,1.0,No,Metropolitian,44
22.0,4.8,9.0,5.0,Windy,Low,1,scooter,0.0,No,Urban,12
35.0,4.7,5.0,15.0,Fog,Medium,1,scooter,1.0,No,Urban,15
22.0,4.6,3.0,10.0,Sandstorms,Low,2,scooter,0.0,No,Urban,14
29.0,4.8,4.0,105.0,Cloudy,Jam,2,motorcycle,1.0,No,Metropolitian,29
25.0,4.6,10.0,10.0,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,27
20.0,4.7,13.0,15.0,Windy,Jam,1,motorcycle,0.0,No,Urban,19
20.0,4.5,6.0,15.0,Windy,Medium,1,scooter,1.0,No,Metropolitian,29
33.0,4.1,1.0,5.0,Cloudy,High,1,scooter,1.0,No,Metropolitian,31
29.0,4.9,6.0,15.0,Cloudy,High,1,scooter,1.0,No,Metropolitian,28
32.0,4.7,1.0,670.0,Windy,Low,1,motorcycle,0.0,No,Metropolitian,22
23.0,4.6,13.0,15.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,35
38.0,4.3,1.0,700.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,30
30.0,4.1,10.0,15.0,Fog,Low,0,motorcycle,2.0,No,Metropolitian,37
24.0,4.6,3.0,10.0,Cloudy,High,0,motorcycle,0.0,No,Metropolitian,23
36.0,4.8,12.0,5.0,Sunny,Jam,1,motorcycle,1.0,No,Metropolitian,18
37.0,4.5,6.0,15.0,Sandstorms,High,1,scooter,1.0,No,Metropolitian,27
38.0,4.8,10.0,5.0,Stormy,Jam,2,electric_scooter,1.0,No,Metropolitian,27
38.0,4.7,7.0,215.0,Windy,Medium,1,scooter,1.0,No,Urban,26
27.0,4.9,9.0,15.0,Windy,Jam,2,motorcycle,1.0,No,Metropolitian,27
35.0,4.5,20.0,15.0,Fog,Low,2,scooter,1.0,No,Metropolitian,38
21.0,4.6,10.0,15.0,Sunny,Jam,1,scooter,1.0,No,Metropolitian,21
30.0,4.7,9.0,5.0,Stormy,Medium,1,scooter,1.0,No,Urban,28
24.0,5.0,7.0,10.0,Cloudy,Jam,1,scooter,0.0,No,Metropolitian,23
37.0,4.7,6.0,10.0,Cloudy,Medium,1,scooter,1.0,No,Metropolitian,18
27.0,4.2,3.0,5.0,Windy,High,0,motorcycle,1.0,No,Urban,35
22.0,4.7,12.0,5.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,44
23.0,4.4,4.0,15.0,Windy,Low,0,motorcycle,0.0,No,Metropolitian,18
28.0,5.0,9.0,10.0,Stormy,Jam,1,motorcycle,1.0,No,Metropolitian,10
23.0,4.7,13.0,5.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,43
22.0,4.7,6.0,10.0,Cloudy,High,0,motorcycle,0.0,No,Metropolitian,21
33.0,4.7,13.0,5.0,Stormy,Low,0,motorcycle,1.0,No,Metropolitian,21
32.0,4.6,12.0,160.0,Cloudy,Medium,0,motorcycle,1.0,No,Urban,42
29.566910587697233,4.6337736972250205,4.0,85.0,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,16
37.0,4.5,4.0,10.0,Cloudy,Medium,0,motorcycle,1.0,No,Metropolitian,25
27.0,4.3,1.0,15.0,Stormy,Low,0,motorcycle,1.0,No,Urban,15
24.0,4.7,10.0,10.0,Sunny,Jam,2,motorcycle,0.0,No,Urban,19
35.0,4.3,17.0,15.0,Fog,Low,2,electric_scooter,1.0,No,Metropolitian,35
37.0,4.7,7.0,15.0,Windy,Medium,1,motorcycle,1.0,No,Urban,30
35.0,4.7,19.0,5.0,Stormy,Low,2,electric_scooter,0.0,No,Urban,23
28.0,4.5,4.0,15.0,Windy,Jam,1,scooter,0.0,No,Urban,13
30.0,4.8,10.0,15.0,Fog,Jam,2,scooter,2.0,No,Metropolitian,42
37.0,4.6,4.0,1280.0,Sandstorms,Medium,2,electric_scooter,1.0,No,Metropolitian,30
33.0,4.9,12.0,10.0,Fog,Jam,1,motorcycle,0.0,No,Metropolitian,40
29.566910587697233,4.6337736972250205,4.0,1415.0,Sandstorms,Jam,0,motorcycle,1.0,No,Metropolitian,37
29.0,5.0,7.0,5.0,Sandstorms,Jam,1,motorcycle,0.0,No,Metropolitian,13
22.0,4.7,10.0,1305.0,Cloudy,Low,0,motorcycle,0.0,No,Urban,20
33.0,5.0,10.0,15.0,Cloudy,Medium,2,scooter,3.0,No,Metropolitian,43
31.0,4.4,6.0,10.0,Sandstorms,Medium,2,motorcycle,1.0,No,Metropolitian,33
31.0,4.9,12.0,15.0,Sandstorms,Medium,1,motorcycle,1.0,No,Metropolitian,27
21.0,4.6,9.0,15.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,17
29.566910587697233,4.6337736972250205,6.0,1080.0,Sunny,Medium,0,motorcycle,0.0,No,Metropolitian,20
32.0,4.9,12.0,5.0,Windy,Low,0,motorcycle,1.0,No,Metropolitian,25
36.0,4.7,12.0,10.0,Sunny,Low,1,motorcycle,1.0,No,Metropolitian,25
25.0,4.7,9.0,10.0,Fog,Jam,1,motorcycle,1.0,No,Metropolitian,30
34.0,4.6,12.0,10.0,Sunny,Medium,0,motorcycle,1.0,No,Metropolitian,35
31.0,4.7,9.0,45.0,Cloudy,Jam,1,motorcycle,1.0,No,Metropolitian,27
21.0,4.8,12.0,5.0,Windy,Medium,1,motorcycle,1.0,No,Urban,15
32.0,4.8,6.0,10.0,Windy,High,1,motorcycle,1.0,No,Metropolitian,28
26.0,4.6,17.0,5.0,Sunny,Low,0,motorcycle,1.0,No,Metropolitian,29
21.0,4.5,3.0,10.0,Sandstorms,Low,2,electric_scooter,1.0,No,Metropolitian,10
29.0,4.7,12.0,1355.0,Sandstorms,Low,1,scooter,0.0,No,Metropolitian,17
29.566910587697233,4.6337736972250205,4.0,1240.0,Fog,Low,3,scooter,1.0,No,Metropolitian,16
23.0,4.6,1.0,10.0,Sandstorms,Low,2,motorcycle,0.0,No,Metropolitian,16
30.0,4.2,3.0,10.0,Sandstorms,Low,0,motorcycle,0.0,No,Metropolitian,28
37.0,4.1,2.0,15.0,Cloudy,High,1,motorcycle,1.0,No,Metropolitian,33
29.0,3.9,6.0,15.0,Sunny,High,0,motorcycle,2.0,No,Urban,44
22.0,4.6,5.0,15.0,Stormy,High,2,motorcycle,1.0,No,Metropolitian,17
21.0,4.8,13.0,5.0,Sandstorms,Low,0,motorcycle,1.0,No,Metropolitian,24
33.0,4.9,9.0,15.0,Cloudy,Medium,1,scooter,0.0,No,Metropolitian,18
27.0,4.6,19.0,5.0,Fog,Jam,2,electric_scooter,2.0,No,Metropolitian,37
37.0,4.2,4.0,15.0,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,45
34.0,4.6,19.0,15.0,Cloudy,Low,0,motorcycle,1.0,Yes,Metropolitian,42
23.0,4.9,20.0,15.0,Sandstorms,Medium,0,motorcycle,0.0,No,Metropolitian,39
30.0,3.8,20.0,15.0,Sandstorms,Jam,1,scooter,0.0,No,Metropolitian,44
32.0,4.9,16.0,5.0,Windy,Jam,0,motorcycle,1.0,No,Metropolitian,38
36.0,4.9,10.0,1390.0,Cloudy,Jam,0,motorcycle,0.7446345675136238,Yes,Metropolitian,53
28.0,4.8,9.0,5.0,Fog,Medium,2,motorcycle,0.0,No,Urban,11
21.0,4.6,12.0,15.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,20
39.0,4.3,13.0,15.0,Windy,Medium,2,scooter,0.0,No,Metropolitian,37
21.0,4.8,20.0,5.0,Stormy,Jam,0,motorcycle,1.0,No,Metropolitian,29
38.0,4.6,10.0,5.0,Sunny,Medium,1,motorcycle,1.0,No,Urban,20
20.0,2.9,20.0,10.0,Sunny,Low,2,scooter,1.0,No,Metropolitian,34
28.0,4.9,20.0,5.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,35
36.0,4.3,4.0,5.0,Cloudy,Jam,1,scooter,1.0,No,Metropolitian,38
37.0,4.7,1.0,10.0,Cloudy,Low,2,scooter,0.0,No,Metropolitian,16
23.0,4.7,6.0,5.0,Sandstorms,High,2,motorcycle,1.0,No,Metropolitian,28
32.0,5.0,12.0,10.0,Fog,Jam,0,motorcycle,0.0,No,Metropolitian,49
24.0,5.0,4.0,15.0,Sandstorms,Medium,0,motorcycle,1.0,No,Metropolitian,17
35.0,4.7,5.0,15.0,Sandstorms,High,2,scooter,0.0,No,Urban,31
29.0,4.8,6.0,15.0,Sandstorms,Medium,1,scooter,1.0,No,Metropolitian,29
23.0,4.6,6.0,10.0,Sandstorms,Medium,2,scooter,0.0,No,Metropolitian,21
29.0,4.9,17.0,10.0,Cloudy,Medium,1,motorcycle,1.0,No,Metropolitian,31
32.0,3.7,12.0,15.0,Sandstorms,Jam,1,scooter,1.0,No,Metropolitian,35
29.0,4.4,1.0,5.0,Sandstorms,Low,0,motorcycle,0.0,No,Urban,15
30.0,4.7,6.0,10.0,Cloudy,High,1,scooter,1.0,No,Metropolitian,25
36.0,4.9,3.0,5.0,Fog,Low,0,motorcycle,1.0,No,Metropolitian,26
37.0,5.0,1.0,5.0,Fog,Low,1,motorcycle,1.0,No,Urban,15
36.0,4.1,4.0,15.0,Windy,Medium,0,motorcycle,1.0,No,Metropolitian,33
24.0,4.5,16.0,1295.0,Stormy,Low,2,electric_scooter,0.0,No,Metropolitian,19
31.0,5.0,10.0,5.0,Stormy,Jam,0,motorcycle,2.0,No,Metropolitian,36
29.0,4.8,20.0,140.0,Stormy,Low,2,scooter,0.0,No,Metropolitian,16
29.0,4.5,17.0,10.0,Cloudy,Medium,0,motorcycle,1.0,Yes,Metropolitian,41
22.0,4.5,13.0,15.0,Sandstorms,Medium,1,scooter,0.0,No,Metropolitian,15
36.0,4.7,20.0,5.0,Sandstorms,Low,1,motorcycle,0.0,No,Metropolitian,26
24.0,4.9,19.0,5.0,Sunny,Low,0,motorcycle,0.0,No,Metropolitian,27
27.0,4.8,17.0,5.0,Sunny,Jam,2,electric_scooter,1.0,No,Metropolitian,17
25.0,4.6,14.0,15.0,Sandstorms,Jam,2,motorcycle,1.0,No,Metropolitian,19
35.0,4.6,12.0,1210.0,Sunny,Medium,2,scooter,0.0,No,Metropolitian,17
28.0,5.0,11.0,15.0,Stormy,Low,1,motorcycle,0.0,No,Urban,13
36.0,4.7,3.0,860.0,Stormy,High,2,electric_scooter,1.0,No,Metropolitian,25
23.0,4.7,5.0,520.0,Windy,High,0,motorcycle,1.0,No,Metropolitian,26
37.0,5.0,6.0,15.0,Fog,Medium,1,motorcycle,0.0,No,Urban,17
20.0,4.7,9.0,15.0,Windy,Jam,0,motorcycle,0.0,No,Metropolitian,18
28.0,4.8,13.0,5.0,Sandstorms,Jam,0,motorcycle,0.0,No,Metropolitian,29
25.0,4.8,16.0,140.0,Cloudy,Low,2,scooter,1.0,No,Urban,28
29.566910587697233,4.6337736972250205,16.0,10.0,Stormy,Low,2,scooter,1.0,No,Metropolitian,14
30.0,4.6,16.0,5.0,Sandstorms,Medium,1,motorcycle,0.0,No,Metropolitian,29
31.0,3.8,13.0,10.0,Sandstorms,Jam,2,scooter,1.0,Yes,Metropolitian,42
27.0,4.6,20.0,1280.0,Sandstorms,Medium,2,electric_scooter,1.0,No,Metropolitian,20
